task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,158,7.9,53.926,53.12,90.464,103.634,46.151,44.022,0.002,1.518,7.34,0.0,7.775
gestureclass,fifo,932,46.6,2296.337,2333.665,4683.594,4918.237,49.742,48.587,0.002,0.233,2246.098,0.0,2246.595
