task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,no_sharing,0.0,288.1002,280.1126,200.8173,0.0025,78.9857,2.0485,7.9876
nyudepth,no_sharing,0.0412,637.5816,304.0934,25.428,0.002,55.6947,244.9749,333.4881
nyudepth,no_sharing,0.0797,599.1261,304.0934,25.428,0.002,55.6947,206.5153,295.0327
nyudepth,no_sharing,0.1207,558.0761,304.0934,25.428,0.002,55.6947,165.4618,253.9827
nyudepth,no_sharing,0.1235,555.2583,304.0934,25.428,0.002,55.6947,162.6406,251.1648
nyudepth,no_sharing,0.1253,553.5467,304.0934,25.428,0.002,55.6947,160.9254,249.4532
nyudepth,no_sharing,0.15,712.4674,245.6448,5.3956,0.0015,48.0099,450.8283,466.8226
nyudepth,no_sharing,0.1728,689.6529,245.6448,5.3956,0.0015,48.0099,428.0064,444.0081
nyudepth,no_sharing,0.2249,646.8089,245.6448,5.3956,0.0015,48.0099,375.9444,401.164
nyudepth,no_sharing,0.2265,645.2529,245.6448,5.3956,0.0015,48.0099,374.351,399.6081
nyudepth,no_sharing,0.2441,627.6364,245.6448,5.3956,0.0015,48.0099,356.7302,381.9916
nyudepth,no_sharing,0.2473,875.6392,250.7626,4.5982,0.0013,49.192,614.5103,624.8766
nyudepth,no_sharing,0.2629,876.0552,250.7626,4.5982,0.0013,49.192,598.9113,625.2926
nyudepth,no_sharing,0.2922,846.7166,250.7626,4.5982,0.0013,49.192,569.5682,595.954
nyudepth,no_sharing,0.2988,840.2035,250.7626,4.5982,0.0013,49.192,563.0479,589.4409
nyudepth,no_sharing,0.3194,819.5205,250.7626,4.5982,0.0013,49.192,542.3579,568.7579
nyudepth,no_sharing,0.3213,1072.1986,260.7323,4.9306,0.0012,51.1114,800.6387,811.4663
nyudepth,no_sharing,0.3266,1066.8957,260.7323,4.9306,0.0012,51.1114,795.3262,806.1634
nyudepth,no_sharing,0.331,1078.9151,260.7323,4.9306,0.0012,51.1114,790.9334,818.1828
nyudepth,no_sharing,0.3439,1066.9549,260.7323,4.9306,0.0012,51.1114,778.0416,806.2225
nyudepth,no_sharing,0.3506,1060.2679,260.7323,4.9306,0.0012,51.1114,771.3454,799.5356
nyudepth,no_sharing,0.371,1303.4837,259.6819,4.8953,0.0013,50.9162,1023.2322,1043.8018
nyudepth,no_sharing,0.3757,1298.7885,259.6819,4.8953,0.0013,50.9162,1018.533,1039.1066
nyudepth,no_sharing,0.4054,1269.0961,259.6819,4.8953,0.0013,50.9162,988.8365,1009.4142
nyudepth,no_sharing,0.4261,1257.951,259.6819,4.8953,0.0013,50.9162,968.1907,998.2691
nyudepth,no_sharing,0.4378,1246.2015,259.6819,4.8953,0.0013,50.9162,956.4376,986.5196
nyudepth,no_sharing,0.4439,1495.8365,250.6141,4.6539,0.0014,49.1483,1226.1369,1245.2224
nyudepth,no_sharing,0.4512,1490.8252,250.6141,4.6539,0.0014,49.1483,1218.7908,1240.2111
nyudepth,no_sharing,0.4531,1488.9758,250.6141,4.6539,0.0014,49.1483,1216.938,1238.3617
nyudepth,no_sharing,0.4584,1483.6094,250.6141,4.6539,0.0014,49.1483,1211.5681,1232.9954
nyudepth,no_sharing,0.4675,1474.8592,250.6141,4.6539,0.0014,49.1483,1202.5175,1224.2452
nyudepth,no_sharing,0.4733,1732.8305,257.133,4.531,0.0011,50.4803,1457.0458,1475.6975
nyudepth,no_sharing,0.4959,1710.2365,257.133,4.531,0.0011,50.4803,1434.4478,1453.1035
nyudepth,no_sharing,0.5077,1698.4382,257.133,4.531,0.0011,50.4803,1422.6425,1441.3051
nyudepth,no_sharing,0.5128,1702.5054,257.133,4.531,0.0011,50.4803,1417.5236,1445.3723
nyudepth,no_sharing,0.5186,1696.7864,257.133,4.531,0.0011,50.4803,1411.8011,1439.6534
nyudepth,no_sharing,0.5284,1930.8107,255.8853,4.5243,0.0011,50.2301,1670.7082,1674.9254
nyudepth,no_sharing,0.5372,1926.6524,255.8853,4.5243,0.0011,50.2301,1661.8674,1670.7672
nyudepth,no_sharing,0.5401,1937.9046,255.8853,4.5243,0.0011,50.2301,1658.9954,1682.0193
nyudepth,no_sharing,0.555,1922.9944,255.8853,4.5243,0.0011,50.2301,1644.0744,1667.1091
nyudepth,no_sharing,0.5598,1918.22,255.8853,4.5243,0.0011,50.2301,1639.2961,1662.3348
nyudepth,no_sharing,0.5819,2141.6571,255.4312,4.5496,0.0016,50.1324,1882.1235,1886.2259
nyudepth,no_sharing,0.6549,2098.7933,255.4312,4.5496,0.0016,50.1324,1809.129,1843.362
nyudepth,no_sharing,0.6549,2098.7983,255.4312,4.5496,0.0016,50.1324,1809.1245,1843.367
nyudepth,no_sharing,0.6549,2116.9479,255.4312,4.5496,0.0016,50.1324,1809.1216,1861.5167
nyudepth,no_sharing,0.6549,2116.9512,255.4312,4.5496,0.0016,50.1324,1809.1187,1861.52
nyudepth,no_sharing,0.6855,2310.1044,256.3571,8.788,0.0014,49.4702,2049.3603,2053.7473
nyudepth,no_sharing,0.6855,2313.2124,256.3571,8.788,0.0014,49.4702,2049.3402,2056.8553
nyudepth,no_sharing,0.6908,2325.5918,256.3571,8.788,0.0014,49.4702,2044.04,2069.2347
nyudepth,no_sharing,0.6947,2321.6767,256.3571,8.788,0.0014,49.4702,2040.1168,2065.3197
nyudepth,no_sharing,0.6982,2320.4858,256.3571,8.788,0.0014,49.4702,2036.6216,2064.1288
nyudepth,no_sharing,0.7035,2569.9575,258.2056,5.051,0.0013,50.5923,2297.3342,2311.7519
nyudepth,no_sharing,0.7035,2569.958,258.2056,5.051,0.0013,50.5923,2297.3256,2311.7524
nyudepth,no_sharing,0.7073,2583.3013,258.2056,5.051,0.0013,50.5923,2293.5548,2325.0957
nyudepth,no_sharing,0.7283,2562.3431,258.2056,5.051,0.0013,50.5923,2272.5885,2304.1375
nyudepth,no_sharing,0.7949,2495.7035,258.2056,5.051,0.0013,50.5923,2205.9402,2237.4979
nyudepth,no_sharing,0.8045,2746.3732,262.8506,11.8547,0.002,50.1411,2464.3195,2483.5226
nyudepth,no_sharing,0.8093,2741.5531,262.8506,11.8547,0.002,50.1411,2459.4898,2478.7025
nyudepth,no_sharing,0.8151,2752.1837,262.8506,11.8547,0.002,50.1411,2453.6867,2489.3331
nyudepth,no_sharing,0.8218,2745.5475,262.8506,11.8547,0.002,50.1411,2447.0468,2482.697
nyudepth,no_sharing,0.8235,2743.7963,262.8506,11.8547,0.002,50.1411,2445.2927,2480.9458
nyudepth,no_sharing,0.8413,2975.1577,253.4526,5.1093,0.0017,49.6247,2708.2636,2721.7051
nyudepth,no_sharing,0.8717,2961.1278,253.4526,5.1093,0.0017,49.6247,2677.8853,2707.6751
nyudepth,no_sharing,0.89,2942.7919,253.4526,5.1093,0.0017,49.6247,2659.543,2689.3393
nyudepth,no_sharing,0.9785,2854.2805,253.4526,5.1093,0.0017,49.6247,2571.027,2600.8278
