task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
vocseg,fifo,253,3.1625,1099.111,116.143,4184.902,4761.472,104.88,97.366,0.003,2.899,990.788,0.0,994.232
nyudepth,fifo,717,8.9625,2044.456,2007.402,4597.335,5023.082,137.81,135.901,0.003,0.5,1901.848,0.0,1906.646
