task,device_url,n_requests,throughput_rps,avg_latency_ms,error
sst2,local://instance-0,983,16.383333333333333,61.039436142417934,
conll2003,local://instance-0,983,16.383333333333333,61.039367745633285,
squad,local://instance-0,983,16.383333333333333,61.03934082349465,
ag_news,local://instance-0,983,16.383333333333333,61.03952321492037,
