task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing,380,38.0,27.158,24.143,46.651,83.81,9.231,7.981,0.002,0.682,10.28,17.927
vocseg,no_sharing,425,42.5,26.45,24.35,45.429,50.584,8.653,7.597,0.002,0.655,10.768,17.796
