task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,client_pre_rpc_ms,non_server_exec_overhead_ms,server_start_ns,phase
ecgclass,fifo,0.0001,393.7035,392.1615,374.5144,0.0023,16.8699,1.0023,0.0,1.5419,1778103891822720095,1
ecgclass,fifo,0.4814,65.6219,64.2655,61.5765,0.0021,2.0923,0.8612,0.0,1.3564,1778103892303857627,1
ecgclass,fifo,0.9493,63.8506,62.6207,59.9213,0.0024,2.1284,0.7825,0.0,1.23,1778103892771723245,1
ecgclass,fifo,1.4254,66.5255,65.3721,62.673,0.002,2.0759,0.7291,0.0,1.1534,1778103893247752453,1
ecgclass,fifo,1.4827,62.1963,52.498,49.8635,0.0021,2.1064,9.2802,0.0,9.6983,1778103893313573718,1
ecgclass,fifo,1.4991,110.2929,64.1082,61.4735,0.0019,2.1093,45.7373,0.0,46.1847,1778103893366412946,1
ecgclass,fifo,1.7895,65.8083,64.4457,61.7325,0.0027,2.0929,0.8707,0.0,1.3626,1778103893612023326,1
ecgclass,fifo,2.0724,66.5278,65.1922,62.4802,0.002,2.0327,0.7901,0.0,1.3357,1778103893894851806,1
ecgclass,fifo,2.6968,67.4667,66.1342,63.4062,0.0022,2.0769,0.7553,0.0,1.3325,1778103894519182361,1
ecgclass,fifo,2.7124,116.1673,63.8653,61.1727,0.0021,2.0655,51.7514,0.0,52.302,1778103894585779502,1
ecgclass,fifo,2.9212,65.1991,63.8586,61.1186,0.0024,2.0891,0.7856,0.0,1.3406,1778103894743577727,1
ecgclass,fifo,2.9355,114.9197,63.6369,60.9478,0.0022,2.0265,50.7154,0.0,51.2828,1778103894807869075,1
ecgclass,fifo,3.1539,66.5865,65.0119,62.3034,0.0023,2.0559,0.9558,0.0,1.5745,1778103894976482979,1
ecgclass,fifo,3.4996,66.0551,64.6692,61.9576,0.002,2.0565,0.8445,0.0,1.3858,1778103895322063963,1
ecgclass,fifo,3.5768,66.4709,65.2054,62.5368,0.0027,2.0592,0.7219,0.0,1.2655,1778103895399141048,1
ecgclass,fifo,3.823,66.0768,64.8183,62.1135,0.0024,2.0286,0.7684,0.0,1.2584,1778103895645353584,1
ecgclass,fifo,3.8543,138.5343,103.1587,88.8107,0.0022,6.8479,34.7168,0.0,35.3756,1778103895710657111,1
ecgclass,fifo,3.8723,120.5449,103.1587,88.8107,0.0022,6.8479,16.7081,0.0,17.3862,1778103895710657111,1
ecgclass,fifo,3.9356,114.3813,56.7079,53.9303,0.0023,2.0485,57.1625,0.0,57.6734,1778103895814340822,1
ecgclass,fifo,4.1159,66.7961,65.4274,62.7234,0.0025,2.0126,0.8471,0.0,1.3686,1778103895938408330,1
ecgclass,fifo,4.1992,65.4185,64.0309,61.3064,0.0022,2.0619,0.7927,0.0,1.3875,1778103896021618370,1
ecgclass,fifo,4.4479,66.3326,64.9786,62.2673,0.0025,2.0587,0.8383,0.0,1.354,1778103896270345881,1
ecgclass,fifo,4.4926,86.1099,64.1212,61.4229,0.0023,2.0247,21.4782,0.0,21.9887,1778103896335727500,1
ecgclass,fifo,4.8599,65.9449,64.4924,61.7821,0.0023,2.0016,0.9141,0.0,1.4525,1778103896682401543,1
ecgclass,fifo,5.1059,65.7599,64.2528,61.5482,0.0026,2.0237,0.8426,0.0,1.5071,1778103896928332964,1
ecgclass,fifo,5.2372,57.8902,56.514,53.7703,0.0023,2.07,0.8512,0.0,1.3761,1778103897059659270,1
ecgclass,fifo,5.3209,66.4625,65.0142,62.3114,0.0021,2.0714,0.8891,0.0,1.4483,1778103897143452360,1
ecgclass,fifo,5.4112,66.3235,64.91,62.1929,0.0026,2.0504,0.8345,0.0,1.4135,1778103897233700471,1
ecgclass,fifo,5.4272,142.6699,91.808,89.1323,0.0027,1.0225,50.2751,0.0,50.8619,1778103897299062287,1
ecgclass,fifo,5.4618,108.0885,91.808,89.1323,0.0027,1.0225,15.6777,0.0,16.2805,1778103897299062287,1
ecgclass,fifo,5.5987,65.527,64.2158,61.4727,0.0023,2.0656,0.7951,0.0,1.3112,1778103897421142377,1
ecgclass,fifo,5.6764,65.2747,63.9921,61.2891,0.002,2.0628,0.8061,0.0,1.2826,1778103897498830023,1
